Distance;ShortName1;Time1;Speed1;Stroke1;ShortName2;Time2;Speed2;Stroke2;ShortName3;Time3;Speed3;Stroke3;ShortName4;Time4;Speed4;Stroke4;ShortName5;Time5;Speed5;Stroke5;ShortName6;Time6;Speed6;Stroke6;
5;FRA1;00:02.941;3.0;0.0;GER;00:02.682;3.6;0.0;ROU1;00:02.664;3.2;0.0;NZL;00:02.921;3.6;0.0;CHN;00:02.798;3.0;0.0;;00:00.000;0.0;0.0
10;FRA1;00:04.286;3.5;44.0;GER;00:03.976;3.6;0.0;ROU1;00:03.939;3.7;48.0;NZL;00:04.149;3.9;0.0;CHN;00:04.034;3.6;45.0;;00:00.000;0.0;0.0
15;FRA1;00:05.421;3.8;44.0;GER;00:05.160;3.8;38.0;ROU1;00:05.001;4.0;48.0;NZL;00:05.298;4.0;40.0;CHN;00:05.109;3.9;45.0;;00:00.000;0.0;0.0
20;FRA1;00:06.426;4.2;45.0;GER;00:06.196;4.3;38.0;ROU1;00:05.912;4.4;48.0;NZL;00:06.267;4.3;41.0;CHN;00:06.024;4.4;46.0;;00:00.000;0.0;0.0
25;FRA1;00:07.438;4.6;46.0;GER;00:07.058;4.8;39.0;ROU1;00:06.890;4.9;48.0;NZL;00:07.165;4.8;42.0;CHN;00:07.002;4.9;46.0;;00:00.000;0.0;0.0
30;FRA1;00:08.396;5.0;46.0;GER;00:07.987;5.2;40.0;ROU1;00:07.793;5.3;49.0;NZL;00:07.969;5.3;43.0;CHN;00:07.893;5.3;46.0;;00:00.000;0.0;0.0
35;FRA1;00:09.299;5.3;46.0;GER;00:08.888;5.5;41.0;ROU1;00:08.666;5.5;49.0;NZL;00:08.881;5.6;44.0;CHN;00:08.666;5.5;46.0;;00:00.000;0.0;0.0
40;FRA1;00:10.106;5.4;47.0;GER;00:09.675;5.6;42.0;ROU1;00:09.471;5.7;49.0;NZL;00:09.713;5.9;44.0;CHN;00:09.609;5.7;46.0;;00:00.000;0.0;0.0
45;FRA1;00:11.048;5.6;47.0;GER;00:10.588;5.8;43.0;ROU1;00:10.346;5.8;50.0;NZL;00:10.468;6.0;45.0;CHN;00:10.460;5.9;46.0;;00:00.000;0.0;0.0
50;FRA1;00:11.944;5.7;47.0;GER;00:11.439;5.9;43.0;ROU1;00:11.219;5.9;50.0;NZL;00:11.368;6.0;45.0;CHN;00:11.224;5.9;45.0;;00:00.000;0.0;0.0
55;FRA1;00:12.742;5.7;47.0;GER;00:12.198;5.9;44.0;ROU1;00:12.054;5.9;50.0;NZL;00:12.184;6.1;45.0;CHN;00:12.141;5.9;45.0;;00:00.000;0.0;0.0
60;FRA1;00:13.641;5.8;47.0;GER;00:13.075;6.0;44.0;ROU1;00:12.824;5.9;50.0;NZL;00:12.946;6.1;46.0;CHN;00:12.936;6.0;44.0;;00:00.000;0.0;0.0
65;FRA1;00:14.530;5.8;46.0;GER;00:13.899;6.1;45.0;ROU1;00:13.718;6.0;50.0;NZL;00:13.807;6.2;46.0;CHN;00:13.791;6.0;44.0;;00:00.000;0.0;0.0
70;FRA1;00:15.316;5.8;46.0;GER;00:14.670;6.1;45.0;ROU1;00:14.559;6.0;50.0;NZL;00:14.565;6.2;46.0;CHN;00:14.657;6.0;43.0;;00:00.000;0.0;0.0
75;FRA1;00:16.232;5.8;46.0;GER;00:15.557;6.1;45.0;ROU1;00:15.347;6.0;50.0;NZL;00:15.399;6.2;46.0;CHN;00:15.423;6.0;43.0;;00:00.000;0.0;0.0
80;FRA1;00:17.106;5.8;46.0;GER;00:16.327;6.1;45.0;ROU1;00:16.208;6.0;50.0;NZL;00:16.224;6.2;46.0;CHN;00:16.345;6.0;43.0;;00:00.000;0.0;0.0
85;FRA1;00:17.899;5.8;45.0;GER;00:17.200;6.1;45.0;ROU1;00:17.085;6.0;50.0;NZL;00:17.003;6.2;46.0;CHN;00:17.149;5.9;43.0;;00:00.000;0.0;0.0
90;FRA1;00:18.832;5.8;45.0;GER;00:18.041;6.1;45.0;ROU1;00:17.869;6.0;50.0;NZL;00:17.894;6.2;46.0;CHN;00:18.063;5.9;42.0;;00:00.000;0.0;0.0
95;FRA1;00:19.693;5.8;45.0;GER;00:18.792;6.1;45.0;ROU1;00:18.720;6.0;50.0;NZL;00:18.700;6.1;45.0;CHN;00:18.932;5.8;42.0;;00:00.000;0.0;0.0
