Distance;ShortName1;Time1;Speed1;Stroke1;ShortName2;Time2;Speed2;Stroke2;ShortName3;Time3;Speed3;Stroke3;ShortName4;Time4;Speed4;Stroke4;ShortName5;Time5;Speed5;Stroke5;ShortName6;Time6;Speed6;Stroke6;ShortName7;Time7;Speed7;Stroke7;
5;TUN;00:03.253;2.3;0.0;ITA;00:03.035;2.3;0.0;GBR1;00:02.759;2.4;0.0;GER;00:03.412;2.0;0.0;GBR2;00:03.186;2.3;0.0;AUS;00:02.696;2.9;0.0;;00:00.000;0.0;0.0
10;TUN;00:04.797;2.8;37.0;ITA;00:04.450;3.1;45.0;GBR1;00:04.150;3.3;42.0;GER;00:05.132;2.7;37.0;GBR2;00:04.920;2.8;33.0;AUS;00:04.119;3.3;41.0;;00:00.000;0.0;0.0
15;TUN;00:06.221;3.3;38.0;ITA;00:05.692;3.6;46.0;GBR1;00:05.312;3.8;51.0;GER;00:06.591;3.1;37.0;GBR2;00:06.388;3.0;34.0;AUS;00:05.344;3.5;42.0;;00:00.000;0.0;0.0
20;TUN;00:07.594;3.6;38.0;ITA;00:06.851;4.0;47.0;GBR1;00:06.423;4.2;53.0;GER;00:07.997;3.4;37.0;GBR2;00:07.806;3.4;37.0;AUS;00:06.539;4.0;44.0;;00:00.000;0.0;0.0
25;TUN;00:08.962;3.7;39.0;ITA;00:07.995;4.3;48.0;GBR1;00:07.517;4.4;54.0;GER;00:09.369;3.6;37.0;GBR2;00:09.192;3.6;37.0;AUS;00:07.702;4.2;45.0;;00:00.000;0.0;0.0
30;TUN;00:10.314;3.7;39.0;ITA;00:09.128;4.4;48.0;GBR1;00:08.625;4.6;54.0;GER;00:10.730;3.8;37.0;GBR2;00:10.538;3.6;38.0;AUS;00:08.854;4.3;45.0;;00:00.000;0.0;0.0
35;TUN;00:11.652;3.7;41.0;ITA;00:10.269;4.5;49.0;GBR1;00:09.737;4.6;53.0;GER;00:12.063;3.7;37.0;GBR2;00:11.892;3.6;38.0;AUS;00:10.024;4.3;45.0;;00:00.000;0.0;0.0
40;TUN;00:12.982;3.7;41.0;ITA;00:11.420;4.5;49.0;GBR1;00:10.841;4.6;52.0;GER;00:13.383;3.7;37.0;GBR2;00:13.275;3.7;38.0;AUS;00:11.228;4.3;45.0;;00:00.000;0.0;0.0
45;TUN;00:14.334;3.7;41.0;ITA;00:12.576;4.4;49.0;GBR1;00:11.946;4.6;51.0;GER;00:14.747;3.7;37.0;GBR2;00:14.660;3.6;38.0;AUS;00:12.441;4.2;45.0;;00:00.000;0.0;0.0
50;TUN;00:15.694;3.7;41.0;ITA;00:13.726;4.4;48.0;GBR1;00:13.058;4.6;50.0;GER;00:16.112;3.7;37.0;GBR2;00:16.030;3.6;38.0;AUS;00:13.667;4.1;44.0;;00:00.000;0.0;0.0
