Distance;ShortName1;Time1;Speed1;Stroke1;ShortName2;Time2;Speed2;Stroke2;ShortName3;Time3;Speed3;Stroke3;ShortName4;Time4;Speed4;Stroke4;ShortName5;Time5;Speed5;Stroke5;ShortName6;Time6;Speed6;Stroke6;ShortName7;Time7;Speed7;Stroke7;
5;USA;00:02.878;2.8;0.0;GER;00:02.700;3.6;0.0;AUS;00:02.975;2.8;0.0;GBR;00:02.849;3.0;0.0;FRA2;00:03.241;2.4;0.0;IND;00:03.456;2.4;0.0;;00:00.000;0.0;0.0
10;USA;00:04.359;3.1;42.0;GER;00:04.103;3.4;0.0;AUS;00:04.413;3.3;46.0;GBR;00:04.230;3.4;41.0;FRA2;00:04.832;3.0;42.0;IND;00:04.972;3.0;38.0;;00:00.000;0.0;0.0
15;USA;00:05.641;3.4;42.0;GER;00:05.240;3.7;36.0;AUS;00:05.649;3.6;46.0;GBR;00:05.391;3.7;41.0;FRA2;00:06.155;3.3;42.0;IND;00:06.248;3.4;38.0;;00:00.000;0.0;0.0
20;USA;00:06.696;3.9;42.0;GER;00:06.349;4.2;36.0;AUS;00:06.731;4.1;46.0;GBR;00:06.435;4.1;43.0;FRA2;00:07.364;3.8;42.0;IND;00:07.440;3.8;39.0;;00:00.000;0.0;0.0
25;USA;00:07.832;4.3;42.0;GER;00:07.241;4.6;37.0;AUS;00:07.699;4.4;45.0;GBR;00:07.528;4.4;43.0;FRA2;00:08.434;4.1;41.0;IND;00:08.492;4.2;39.0;;00:00.000;0.0;0.0
30;USA;00:08.923;4.6;42.0;GER;00:08.294;4.9;38.0;AUS;00:08.820;4.7;44.0;GBR;00:08.605;4.7;43.0;FRA2;00:09.574;4.4;41.0;IND;00:09.677;4.4;39.0;;00:00.000;0.0;0.0
35;USA;00:10.000;4.7;42.0;GER;00:09.289;5.1;38.0;AUS;00:09.845;4.9;44.0;GBR;00:09.669;4.8;43.0;FRA2;00:10.705;4.5;40.0;IND;00:10.830;4.5;39.0;;00:00.000;0.0;0.0
40;USA;00:10.958;4.8;41.0;GER;00:10.160;5.2;39.0;AUS;00:10.757;4.9;43.0;GBR;00:10.618;4.8;43.0;FRA2;00:11.785;4.6;39.0;IND;00:11.904;4.5;39.0;;00:00.000;0.0;0.0
45;USA;00:12.066;4.8;41.0;GER;00:11.200;5.2;40.0;AUS;00:11.801;5.0;42.0;GBR;00:11.696;4.8;43.0;FRA2;00:12.802;4.6;39.0;IND;00:12.952;4.5;39.0;;00:00.000;0.0;0.0
50;USA;00:13.130;4.8;40.0;GER;00:12.177;5.3;40.0;AUS;00:12.856;5.0;41.0;GBR;00:12.745;4.9;43.0;FRA2;00:13.981;4.6;38.0;IND;00:14.098;4.6;39.0;;00:00.000;0.0;0.0
55;USA;00:14.099;4.8;40.0;GER;00:13.065;5.2;40.0;AUS;00:13.817;5.0;41.0;GBR;00:13.753;4.9;42.0;FRA2;00:15.076;4.6;38.0;IND;00:15.198;4.6;39.0;;00:00.000;0.0;0.0
60;USA;00:15.142;4.8;40.0;GER;00:14.109;5.2;40.0;AUS;00:14.786;5.0;41.0;GBR;00:14.722;4.9;42.0;FRA2;00:16.098;4.6;38.0;IND;00:16.191;4.6;39.0;;00:00.000;0.0;0.0
65;USA;00:16.233;4.9;40.0;GER;00:15.103;5.1;40.0;AUS;00:15.832;5.0;41.0;GBR;00:15.800;4.9;42.0;FRA2;00:17.274;4.6;37.0;IND;00:17.347;4.6;38.0;;00:00.000;0.0;0.0
70;USA;00:17.227;4.9;40.0;GER;00:15.996;5.1;40.0;AUS;00:16.764;5.1;40.0;GBR;00:16.830;4.9;42.0;FRA2;00:18.371;4.6;37.0;IND;00:18.454;4.6;38.0;;00:00.000;0.0;0.0
75;USA;00:18.263;4.8;40.0;GER;00:17.045;5.1;40.0;AUS;00:17.755;5.1;40.0;GBR;00:17.760;4.9;41.0;FRA2;00:19.377;4.6;37.0;IND;00:19.437;4.6;38.0;;00:00.000;0.0;0.0
80;USA;00:19.363;4.8;39.0;GER;00:18.008;5.1;40.0;AUS;00:18.788;5.1;40.0;GBR;00:18.834;4.9;41.0;FRA2;00:20.552;4.6;37.0;IND;00:20.594;4.6;38.0;;00:00.000;0.0;0.0
85;USA;00:20.399;4.8;39.0;GER;00:18.933;5.1;40.0;AUS;00:19.680;5.1;40.0;GBR;00:19.864;4.9;41.0;FRA2;00:21.643;4.6;37.0;IND;00:21.702;4.6;38.0;;00:00.000;0.0;0.0
90;USA;00:21.401;4.8;39.0;GER;00:19.989;5.1;40.0;AUS;00:20.713;5.1;40.0;GBR;00:20.780;4.9;41.0;FRA2;00:22.659;4.6;37.0;IND;00:22.683;4.6;37.0;;00:00.000;0.0;0.0
95;USA;00:22.534;4.7;39.0;GER;00:20.956;5.1;40.0;AUS;00:21.727;5.1;40.0;GBR;00:21.852;4.9;40.0;FRA2;00:23.835;4.6;37.0;IND;00:23.831;4.6;37.0;;00:00.000;0.0;0.0
100;USA;00:23.555;4.7;39.0;GER;00:21.933;5.1;40.0;AUS;00:22.604;5.1;40.0;GBR;00:22.888;5.0;40.0;FRA2;00:24.914;4.6;36.0;IND;00:24.934;4.6;37.0;;00:00.000;0.0;0.0
105;USA;00:24.578;4.7;39.0;GER;00:22.982;5.0;39.0;AUS;00:23.662;5.1;40.0;GBR;00:23.808;5.0;40.0;FRA2;00:25.967;4.6;36.0;IND;00:25.927;4.6;37.0;;00:00.000;0.0;0.0
110;USA;00:25.701;4.7;39.0;GER;00:23.893;5.0;39.0;AUS;00:24.664;5.1;40.0;GBR;00:24.889;4.9;40.0;FRA2;00:27.143;4.5;36.0;IND;00:27.088;4.6;37.0;;00:00.000;0.0;0.0
115;USA;00:26.748;4.7;38.0;GER;00:24.914;5.0;39.0;AUS;00:25.602;5.1;39.0;GBR;00:25.933;4.9;40.0;FRA2;00:28.213;4.5;36.0;IND;00:28.195;4.6;36.0;;00:00.000;0.0;0.0
120;USA;00:27.777;4.8;38.0;GER;00:25.935;5.1;39.0;AUS;00:26.631;5.1;39.0;GBR;00:26.856;4.9;40.0;FRA2;00:29.288;4.5;36.0;IND;00:29.234;4.6;36.0;;00:00.000;0.0;0.0
125;USA;00:28.870;4.8;38.0;GER;00:26.823;5.1;39.0;AUS;00:27.596;5.1;39.0;GBR;00:27.926;4.9;40.0;FRA2;00:30.460;4.5;36.0;IND;00:30.428;4.5;36.0;;00:00.000;0.0;0.0
130;USA;00:29.908;4.8;38.0;GER;00:27.890;5.1;39.0;AUS;00:28.546;5.1;39.0;GBR;00:28.976;4.9;40.0;FRA2;00:31.499;4.5;36.0;IND;00:31.553;4.4;36.0;;00:00.000;0.0;0.0
135;USA;00:30.913;4.8;38.0;GER;00:28.893;5.1;39.0;AUS;00:29.588;5.1;39.0;GBR;00:29.909;4.9;40.0;FRA2;00:32.638;4.5;35.0;IND;00:32.609;4.4;36.0;;00:00.000;0.0;0.0
140;USA;00:32.036;4.8;38.0;GER;00:29.816;5.1;39.0;AUS;00:30.511;5.1;39.0;GBR;00:30.969;4.9;40.0;FRA2;00:33.796;4.5;35.0;IND;00:33.824;4.4;36.0;;00:00.000;0.0;0.0
145;USA;00:33.091;4.8;38.0;GER;00:30.885;5.0;39.0;AUS;00:31.521;5.1;39.0;GBR;00:32.024;4.9;40.0;FRA2;00:34.794;4.5;35.0;IND;00:34.987;4.4;36.0;;00:00.000;0.0;0.0
150;USA;00:34.102;4.7;38.0;GER;00:31.863;5.0;39.0;AUS;00:32.554;5.1;39.0;GBR;00:32.962;4.9;40.0;FRA2;00:35.979;4.5;35.0;IND;00:36.048;4.4;36.0;;00:00.000;0.0;0.0
155;USA;00:35.239;4.7;38.0;GER;00:32.841;5.0;39.0;AUS;00:33.432;5.1;39.0;GBR;00:34.042;4.9;40.0;FRA2;00:37.128;4.5;35.0;IND;00:37.266;4.4;35.0;;00:00.000;0.0;0.0
160;USA;00:36.318;4.7;38.0;GER;00:33.914;5.0;39.0;AUS;00:34.515;5.1;39.0;GBR;00:35.118;4.9;40.0;FRA2;00:38.151;4.5;35.0;IND;00:38.424;4.4;35.0;;00:00.000;0.0;0.0
165;USA;00:37.341;4.6;38.0;GER;00:34.880;4.9;38.0;AUS;00:35.534;5.0;39.0;GBR;00:36.056;4.9;39.0;FRA2;00:39.385;4.4;35.0;IND;00:39.485;4.4;35.0;;00:00.000;0.0;0.0
170;USA;00:38.506;4.6;38.0;GER;00:35.942;4.9;38.0;AUS;00:36.490;5.0;39.0;GBR;00:37.164;4.8;39.0;FRA2;00:40.516;4.4;34.0;IND;00:40.706;4.4;35.0;;00:00.000;0.0;0.0
175;USA;00:39.617;4.6;37.0;GER;00:37.018;4.9;38.0;AUS;00:37.599;4.9;38.0;GBR;00:38.253;4.8;39.0;FRA2;00:41.562;4.4;34.0;IND;00:41.849;4.4;35.0;;00:00.000;0.0;0.0
180;USA;00:40.621;4.6;37.0;GER;00:37.978;4.8;38.0;AUS;00:38.633;4.9;38.0;GBR;00:39.207;4.8;39.0;FRA2;00:42.783;4.4;34.0;IND;00:42.927;4.4;35.0;;00:00.000;0.0;0.0
185;USA;00:41.781;4.6;37.0;GER;00:39.052;4.8;38.0;AUS;00:39.600;4.8;38.0;GBR;00:40.315;4.8;39.0;FRA2;00:43.870;4.4;34.0;IND;00:44.140;4.4;34.0;;00:00.000;0.0;0.0
190;USA;00:42.875;4.6;37.0;GER;00:40.129;4.8;38.0;AUS;00:40.693;4.8;38.0;GBR;00:41.379;4.8;39.0;FRA2;00:44.944;4.4;34.0;IND;00:45.232;4.4;34.0;;00:00.000;0.0;0.0
195;USA;00:43.877;4.6;37.0;GER;00:41.071;4.8;38.0;AUS;00:41.665;4.9;38.0;GBR;00:42.330;4.8;38.0;FRA2;00:46.134;4.5;34.0;IND;00:46.346;4.4;34.0;;00:00.000;0.0;0.0
200;USA;00:45.032;4.6;37.0;GER;00:42.168;4.8;38.0;AUS;00:42.705;4.9;38.0;GBR;00:43.407;4.8;38.0;FRA2;00:47.190;4.5;34.0;IND;00:47.521;4.4;34.0;;00:00.000;0.0;0.0
205;USA;00:46.127;4.6;37.0;GER;00:43.248;4.8;38.0;AUS;00:43.781;4.9;37.0;GBR;00:44.489;4.8;38.0;FRA2;00:48.338;4.5;34.0;IND;00:48.545;4.4;34.0;;00:00.000;0.0;0.0
210;USA;00:47.126;4.6;37.0;GER;00:44.205;4.8;38.0;AUS;00:44.701;4.9;37.0;GBR;00:45.436;4.8;39.0;FRA2;00:49.532;4.4;34.0;IND;00:49.743;4.5;34.0;;00:00.000;0.0;0.0
215;USA;00:48.284;4.6;37.0;GER;00:45.306;4.8;38.0;AUS;00:45.804;4.9;37.0;GBR;00:46.526;4.8;39.0;FRA2;00:50.566;4.4;34.0;IND;00:50.899;4.4;34.0;;00:00.000;0.0;0.0
220;USA;00:49.396;4.6;37.0;GER;00:46.379;4.8;38.0;AUS;00:46.858;4.9;37.0;GBR;00:47.607;4.8;39.0;FRA2;00:51.780;4.4;34.0;IND;00:51.969;4.4;34.0;;00:00.000;0.0;0.0
225;USA;00:50.434;4.6;37.0;GER;00:47.345;4.8;38.0;AUS;00:47.820;4.9;37.0;GBR;00:48.562;4.8;39.0;FRA2;00:52.959;4.4;34.0;IND;00:53.174;4.4;33.0;;00:00.000;0.0;0.0
230;USA;00:51.568;4.6;37.0;GER;00:48.485;4.8;38.0;AUS;00:48.933;4.8;37.0;GBR;00:49.647;4.8;39.0;FRA2;00:53.997;4.4;34.0;IND;00:54.305;4.4;33.0;;00:00.000;0.0;0.0
235;USA;00:52.685;4.6;37.0;GER;00:49.568;4.7;37.0;AUS;00:49.902;4.8;36.0;GBR;00:50.728;4.8;39.0;FRA2;00:55.236;4.4;34.0;IND;00:55.436;4.3;33.0;;00:00.000;0.0;0.0
240;USA;00:53.696;4.6;37.0;GER;00:50.538;4.7;37.0;AUS;00:50.995;4.8;36.0;GBR;00:51.677;4.8;38.0;FRA2;00:56.407;4.3;34.0;IND;00:56.658;4.3;33.0;;00:00.000;0.0;0.0
245;USA;00:54.880;4.6;37.0;GER;00:51.674;4.7;37.0;AUS;00:52.090;4.8;36.0;GBR;00:52.780;4.8;38.0;FRA2;00:57.465;4.3;34.0;IND;00:57.722;4.3;33.0;;00:00.000;0.0;0.0
250;USA;00:55.990;4.5;37.0;GER;00:52.722;4.7;37.0;AUS;00:53.040;4.8;35.0;GBR;00:53.862;4.8;38.0;FRA2;00:58.705;4.3;34.0;IND;00:58.976;4.3;33.0;;00:00.000;0.0;0.0
255;USA;00:57.011;4.5;36.0;GER;00:53.723;4.7;37.0;AUS;00:54.178;4.8;35.0;GBR;00:54.807;4.8;38.0;FRA2;00:59.849;4.3;34.0;IND;01:00.179;4.3;33.0;;00:00.000;0.0;0.0
260;USA;00:58.180;4.5;36.0;GER;00:54.843;4.8;37.0;AUS;00:55.221;4.8;35.0;GBR;00:55.929;4.8;38.0;FRA2;01:00.949;4.3;34.0;IND;01:01.244;4.3;33.0;;00:00.000;0.0;0.0
265;USA;00:59.260;4.6;36.0;GER;00:55.858;4.8;37.0;AUS;00:56.233;4.8;35.0;GBR;00:56.997;4.8;38.0;FRA2;01:02.180;4.3;34.0;IND;01:02.505;4.3;32.0;;00:00.000;0.0;0.0
