Distance;ShortName1;Time1;Speed1;Stroke1;ShortName2;Time2;Speed2;Stroke2;ShortName3;Time3;Speed3;Stroke3;ShortName4;Time4;Speed4;Stroke4;ShortName5;Time5;Speed5;Stroke5;ShortName6;Time6;Speed6;Stroke6;ShortName7;Time7;Speed7;Stroke7;
5;NED;00:02.569;3.1;0.0;DEN;00:02.990;2.8;0.0;AUS1;00:02.895;3.1;0.0;IRL;00:02.813;2.6;0.0;FRA1;00:02.643;3.0;0.0;FRA2;00:02.167;2.0;0.0;;00:00.000;0.0;0.0
10;NED;00:04.062;3.3;41.0;DEN;00:04.408;3.3;44.0;AUS1;00:04.269;3.4;43.0;IRL;00:04.250;3.2;41.0;FRA1;00:03.987;3.4;50.0;FRA2;00:03.674;3.2;0.0;;00:00.000;0.0;0.0
15;NED;00:05.262;3.5;41.0;DEN;00:05.608;3.6;44.0;AUS1;00:05.459;3.7;43.0;IRL;00:05.446;3.6;42.0;FRA1;00:05.136;3.8;51.0;FRA2;00:04.929;3.4;44.0;;00:00.000;0.0;0.0
20;NED;00:06.435;3.9;42.0;DEN;00:06.685;4.1;45.0;AUS1;00:06.492;4.1;43.0;IRL;00:06.499;4.0;43.0;FRA1;00:06.231;4.2;51.0;FRA2;00:06.094;3.8;44.0;;00:00.000;0.0;0.0
25;NED;00:07.544;4.2;42.0;DEN;00:07.699;4.4;45.0;AUS1;00:07.587;4.4;44.0;IRL;00:07.655;4.4;43.0;FRA1;00:07.256;4.6;51.0;FRA2;00:07.276;4.3;44.0;;00:00.000;0.0;0.0
30;NED;00:08.645;4.6;42.0;DEN;00:08.682;4.7;46.0;AUS1;00:08.658;4.7;44.0;IRL;00:08.720;4.7;43.0;FRA1;00:08.207;4.9;51.0;FRA2;00:08.329;4.6;44.0;;00:00.000;0.0;0.0
35;NED;00:09.600;4.8;42.0;DEN;00:09.760;4.9;46.0;AUS1;00:09.673;4.9;44.0;IRL;00:09.757;4.8;43.0;FRA1;00:09.166;5.0;50.0;FRA2;00:09.279;4.7;44.0;;00:00.000;0.0;0.0
40;NED;00:10.602;4.9;42.0;DEN;00:10.779;5.0;46.0;AUS1;00:10.666;4.9;45.0;IRL;00:10.706;4.8;44.0;FRA1;00:10.195;5.1;50.0;FRA2;00:10.355;4.8;44.0;;00:00.000;0.0;0.0
45;NED;00:11.659;4.9;42.0;DEN;00:11.752;5.0;46.0;AUS1;00:11.662;4.9;45.0;IRL;00:11.792;4.8;44.0;FRA1;00:11.220;5.1;49.0;FRA2;00:11.423;4.9;43.0;;00:00.000;0.0;0.0
50;NED;00:12.706;5.0;42.0;DEN;00:12.669;5.0;46.0;AUS1;00:12.690;5.0;45.0;IRL;00:12.886;4.8;44.0;FRA1;00:12.178;5.1;48.0;FRA2;00:12.405;4.9;43.0;;00:00.000;0.0;0.0
55;NED;00:13.621;5.0;42.0;DEN;00:13.713;5.1;46.0;AUS1;00:13.702;5.0;44.0;IRL;00:13.871;4.8;43.0;FRA1;00:13.119;5.1;47.0;FRA2;00:13.360;4.9;43.0;;00:00.000;0.0;0.0
60;NED;00:14.685;4.9;42.0;DEN;00:14.726;5.1;46.0;AUS1;00:14.621;5.0;44.0;IRL;00:14.834;4.9;43.0;FRA1;00:14.187;5.1;46.0;FRA2;00:14.466;4.9;43.0;;00:00.000;0.0;0.0
65;NED;00:15.748;4.9;42.0;DEN;00:15.671;5.1;45.0;AUS1;00:15.685;5.0;44.0;IRL;00:15.909;4.9;43.0;FRA1;00:15.213;5.0;46.0;FRA2;00:15.486;4.9;43.0;;00:00.000;0.0;0.0
70;NED;00:16.693;4.9;42.0;DEN;00:16.623;5.1;45.0;AUS1;00:16.694;5.0;44.0;IRL;00:16.943;4.9;43.0;FRA1;00:16.203;5.0;45.0;FRA2;00:16.418;4.9;43.0;;00:00.000;0.0;0.0
75;NED;00:17.686;4.9;42.0;DEN;00:17.664;5.1;45.0;AUS1;00:17.694;5.0;44.0;IRL;00:17.928;4.9;43.0;FRA1;00:17.125;5.0;45.0;FRA2;00:17.459;4.9;43.0;;00:00.000;0.0;0.0
80;NED;00:18.776;4.9;42.0;DEN;00:18.657;5.1;45.0;AUS1;00:18.616;5.0;44.0;IRL;00:18.905;4.9;43.0;FRA1;00:18.179;5.0;45.0;FRA2;00:18.506;5.0;43.0;;00:00.000;0.0;0.0
85;NED;00:19.778;5.0;42.0;DEN;00:19.561;5.1;44.0;AUS1;00:19.670;5.0;44.0;IRL;00:19.979;4.9;43.0;FRA1;00:19.233;5.0;45.0;FRA2;00:19.438;5.0;42.0;;00:00.000;0.0;0.0
90;NED;00:20.695;4.9;42.0;DEN;00:20.576;5.1;44.0;AUS1;00:20.693;5.0;44.0;IRL;00:20.961;4.9;43.0;FRA1;00:20.197;5.0;45.0;FRA2;00:20.373;5.0;42.0;;00:00.000;0.0;0.0
