Distance;ShortName1;Time1;Speed1;Stroke1;ShortName2;Time2;Speed2;Stroke2;ShortName3;Time3;Speed3;Stroke3;ShortName4;Time4;Speed4;Stroke4;ShortName7;Time7;Speed7;Stroke7;
5;SUI;00:02.773;3.1;0.0;AUS;00:02.855;3.2;0.0;POL;00:02.778;2.9;0.0;GER;00:02.798;3.0;0.0;;00:00.000;0.0;0.0
10;SUI;00:04.114;3.5;46.0;AUS;00:04.228;3.4;0.0;POL;00:04.141;3.5;50.0;GER;00:04.122;3.5;48.0;;00:00.000;0.0;0.0
15;SUI;00:05.233;3.8;46.0;AUS;00:05.388;3.7;40.0;POL;00:05.274;3.8;50.0;GER;00:05.286;3.8;48.0;;00:00.000;0.0;0.0
20;SUI;00:06.224;4.2;46.0;AUS;00:06.473;4.1;41.0;POL;00:06.351;4.3;50.0;GER;00:06.266;4.3;47.0;;00:00.000;0.0;0.0
25;SUI;00:07.164;4.6;46.0;AUS;00:07.489;4.6;41.0;POL;00:07.335;4.7;50.0;GER;00:07.187;4.6;47.0;;00:00.000;0.0;0.0
30;SUI;00:08.183;5.0;46.0;AUS;00:08.374;4.9;41.0;POL;00:08.248;4.9;50.0;GER;00:08.196;5.0;47.0;;00:00.000;0.0;0.0
35;SUI;00:09.125;5.3;46.0;AUS;00:09.346;5.2;42.0;POL;00:09.172;5.2;50.0;GER;00:09.114;5.3;46.0;;00:00.000;0.0;0.0
40;SUI;00:09.970;5.3;46.0;AUS;00:10.287;5.4;42.0;POL;00:10.126;5.4;49.0;GER;00:09.961;5.4;46.0;;00:00.000;0.0;0.0
45;SUI;00:10.958;5.4;46.0;AUS;00:11.100;5.4;42.0;POL;00:11.038;5.4;49.0;GER;00:10.891;5.6;46.0;;00:00.000;0.0;0.0
50;SUI;00:11.870;5.5;46.0;AUS;00:12.050;5.5;43.0;POL;00:11.890;5.5;48.0;GER;00:11.803;5.6;45.0;;00:00.000;0.0;0.0
55;SUI;00:12.689;5.5;46.0;AUS;00:12.999;5.6;43.0;POL;00:12.788;5.6;48.0;GER;00:12.604;5.6;45.0;;00:00.000;0.0;0.0
60;SUI;00:13.647;5.6;46.0;AUS;00:13.822;5.6;43.0;POL;00:13.731;5.6;48.0;GER;00:13.562;5.7;45.0;;00:00.000;0.0;0.0
65;SUI;00:14.579;5.6;45.0;AUS;00:14.775;5.6;43.0;POL;00:14.624;5.6;48.0;GER;00:14.460;5.7;45.0;;00:00.000;0.0;0.0
70;SUI;00:15.443;5.6;45.0;AUS;00:15.708;5.6;43.0;POL;00:15.476;5.6;47.0;GER;00:15.277;5.6;45.0;;00:00.000;0.0;0.0
75;SUI;00:16.370;5.5;45.0;AUS;00:16.539;5.5;43.0;POL;00:16.443;5.6;47.0;GER;00:16.232;5.6;44.0;;00:00.000;0.0;0.0
80;SUI;00:17.301;5.5;45.0;AUS;00:17.540;5.5;43.0;POL;00:17.376;5.5;47.0;GER;00:17.121;5.6;44.0;;00:00.000;0.0;0.0
85;SUI;00:18.191;5.5;45.0;AUS;00:18.452;5.5;43.0;POL;00:18.224;5.5;47.0;GER;00:17.971;5.6;44.0;;00:00.000;0.0;0.0
90;SUI;00:19.071;5.5;45.0;AUS;00:19.292;5.4;43.0;POL;00:19.194;5.4;46.0;GER;00:18.948;5.6;44.0;;00:00.000;0.0;0.0
95;SUI;00:20.052;5.5;45.0;AUS;00:20.293;5.4;43.0;POL;00:20.136;5.4;46.0;GER;00:19.830;5.6;44.0;;00:00.000;0.0;0.0
100;SUI;00:20.959;5.4;45.0;AUS;00:21.211;5.4;43.0;POL;00:20.984;5.4;45.0;GER;00:20.708;5.5;44.0;;00:00.000;0.0;0.0
105;SUI;00:21.823;5.4;45.0;AUS;00:22.069;5.4;43.0;POL;00:21.941;5.4;45.0;GER;00:21.689;5.5;43.0;;00:00.000;0.0;0.0
110;SUI;00:22.815;5.4;45.0;AUS;00:23.084;5.4;43.0;POL;00:22.910;5.4;45.0;GER;00:22.565;5.5;43.0;;00:00.000;0.0;0.0
